media_type, title, status, release_date, episode_count
"1", "ong Riders! Reca", "FINISHED", "2016-10-01", "1"
"1", "ong Xin Shaon", "UPCOMING", "2000-01-01", "0"
"1", "ong Zai Na L", "FINISHED", "2015-10-01", "1"
"1", "ong Zhi Gu: Jing Ling Wang Zu", "FINISHED", "2016-01-01", "1"
"1", "ong Zhi Gu: Jingling Wangzu", "FINISHED", "2016-07-01", "1"
"1", "ong Zhi Gu: Poxiao Qibin", "FINISHED", "2014-07-01", "1"
"1", "ongz", "UPCOMING", "2020-01-01", "0"
"1", "ook at Me", "FINISHED", "2012-01-01", "1"
"1", "ook Plus One Piece Special Movi", "FINISHED", "2019-07-01", "1"
"1", "ook Plus x One Piece C", "UNKNOWN", "2019-01-01", "1"
"1", "ord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Not", "FINISHED", "2019-07-01", "13"
"1", "ord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsush", "FINISHED", "2018-10-01", "1"
"1", "ord El-Melloi II's Case Files {Rail Zeppelin} Grace note - A Grave Keeper, a Cat, and a Mag", "UNKNOWN", "2018-10-01", "1"
"1", "ord El-Melloi II-sei no Jikenbo: ""Rail Zeppelin"" Grace not", "FINISHED", "2019-07-01", "13"
"1", "ord El-Melloi II-sei no Jikenbo: ""Rail Zeppelin"" Grace note - Hakamori to Neko to Majutsu-sh", "FINISHED", "2018-10-01", "1"
"1", "ord Marksman and Vanadis: Tigre and Vanadis", "UNKNOWN", "2014-10-01", "14"
"1", "ord of Vermilion III Special Anime Movi", "FINISHED", "2015-07-01", "1"
"1", "ord of Vermilion I", "FINISHED", "2017-07-01", "16"
"1", "ord of Vermilion: Guren no O", "FINISHED", "2018-07-01", "12"
"1", "ord of Vermillion III Special Anime Movi", "FINISHED", "2015-07-01", "1"
"1", "ord of Vermillion: Guren no O", "FINISHED", "2018-07-01", "12"
"1", "ose I", "FINISHED", "2018-01-01", "3"
"1", "osing My Wa", "FINISHED", "2001-01-01", "1"
"1", "os", "FINISHED", "2017-10-01", "1"
"1", "ost and Foun", "FINISHED", "2012-04-01", "1"
"1", "ost Butterfl", "FINISHED", "1996-10-01", "1"
"1", "ost Fores", "FINISHED", "2012-01-01", "1"
"1", "ost One no Goukok", "FINISHED", "2013-04-01", "1"
"1", "ost One no Goukoku wo Utattemit", "FINISHED", "2019-07-01", "1"
"1", "ost Son", "UNKNOWN", "2018-04-01", "12"
"1", "ost Son", "FINISHED", "2018-04-01", "12"
"1", "ost Song (Shinsaku", "UNKNOWN", "2000-01-01", "0"
"1", "ost Univers", "FINISHED", "1998-04-01", "26"
"1", "ost Utopi", "FINISHED", "2007-01-01", "1"
"1", "ostorage Conflated WIXOS", "FINISHED", "2018-04-01", "12"
"1", "ostorage Conflated WIXOSS: Missing Lin", "FINISHED", "2017-10-01", "1"
"1", "ostorage Conflated WIXOSS: Missing Link - Yochou / Yoake to Mime", "FINISHED", "2017-10-01", "1"
"1", "ostorage Incited WIXOS", "FINISHED", "2016-10-01", "12"
"1", "otu", "FINISHED", "2007-01-01", "1"
"1", "oTus feat. Pt. Ajay Pohanka", "FINISHED", "2018-04-01", "1"
"1", "OUD HOUS", "FINISHED", "2012-01-01", "1"
"1", "oufuji Seui Fu Chyu", "FINISHED", "1982-07-01", "1"
"1", "oufuji: Faandau Jingtaa", "FINISHED", "2003-10-01", "1"
"1", "oufuji: Siu Seui Fu Chyunke", "FINISHED", "2011-01-01", "1"
"1", "oups=Garou", "FINISHED", "2010-07-01", "1"
"1", "oups=Garous #Overtur", "FINISHED", "2010-07-01", "2"
"1", "oups=Garous Picture Dram", "FINISHED", "2010-07-01", "1"
"1", "ov", "FINISHED", "2015-04-01", "1"
"1", "ov", "FINISHED", "2020-01-01", "1"
"1", "ove & Gif", "FINISHED", "2014-10-01", "2"
"1", "ove & Gift: Nostalgic Happines", "UNKNOWN", "2014-01-01", "1"
"1", "ove 2 Qua", "FINISHED", "2012-07-01", "3"
"1", "ove and Lies OV", "UNKNOWN", "2018-01-01", "1"
"1", "ove at first sigh", "FINISHED", "2012-01-01", "1"
"1", "ove Bitch: Yasashii Onn", "FINISHED", "2011-10-01", "1"
"1", "ove Bite", "FINISHED", "2016-01-01", "1"
"1", "ove Colo", "FINISHED", "2014-07-01", "2"
"1", "ove Doll feat. GUM", "FINISHED", "2014-01-01", "1"
"1", "ove es M The Animatio", "FINISHED", "2014-04-01", "1"
"1", "ove Foreve", "FINISHED", "2001-07-01", "1"
"1", "ove Get Ch", "FINISHED", "2006-04-01", "25"
"1", "ove Get Chu: Miracle Seiyuu Hakush", "UNKNOWN", "2006-04-01", "25"
"1", "ove Hin", "FINISHED", "2000-04-01", "24"
"1", "ove Hina Agai", "FINISHED", "2002-01-01", "3"
"1", "ove Hina Christmas Special: Silent Ev", "FINISHED", "2000-10-01", "1"
"1", "ove Hina Final Selectio", "FINISHED", "2001-07-01", "1"
"1", "ove Hina Final Selectio", "UNKNOWN", "2001-01-01", "1"
"1", "ove Hina Haru Special: Kimi Sakura Chiru Nakare!", "FINISHED", "2001-04-01", "1"
"1", "ove Hina Special: Motoko's Choice, Love or Sword: Don't Cr", "UNKNOWN", "2000-01-01", "1"
"1", "ove Hina Spring Special: I Wish Your Drea", "UNKNOWN", "2001-01-01", "1"
"1", "ove Hina X'mas Special: Silent Ev", "UNKNOWN", "2000-01-01", "1"
"1", "ove Hina: Haru Special - Kimi Sakura Chiru Nakare!", "FINISHED", "2001-04-01", "1"
"1", "ove Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na", "FINISHED", "2000-07-01", "1"
"1", "ove Hina: Motoko no Sentaku, Koi ka Ken... Naku n", "FINISHED", "2000-10-01", "1"
"1", "ove in Ruins feat. Sinéad Harnet", "FINISHED", "2017-07-01", "1"
"1", "ove is Like a Cocktail Specia", "UNKNOWN", "2018-10-01", "1"
"1", "ove is Onomatopoei", "FINISHED", "2014-01-01", "1"
"1", "ove Knights! A.", "UPCOMING", "2020-01-01", "0"
"1", "ove Kome: We Love Ric", "FINISHED", "2017-04-01", "12"
"1", "ove Kome: We Love Rice 2nd Seaso", "FINISHED", "2017-10-01", "12"
"1", "ove Kome: We Love Rice Nikisak", "FINISHED", "2017-10-01", "12"
"1", "ove La", "FINISHED", "2013-07-01", "13"
"1", "ove Like Alien", "UNKNOWN", "2012-01-01", "1"
"1", "ove Like Alien", "FINISHED", "2012-07-01", "1"
"1", "ove Live! Kouhaku Special Anim", "FINISHED", "2015-10-01", "1"
"1", "ove Live! M`s->Next Love Live! 2014: Endless Parad", "FINISHED", "2014-07-01", "1"
"1", "ove Live! Nijigasaki Gakuen School Idol Doukou-ka", "UPCOMING", "2020-10-01", "0"
"1", "ove Live! Nijigasaki Gakuen School Idol Doukouka", "UPCOMING", "2020-10-01", "0"
"1", "ove Live! School Idol Festival All Star", "FINISHED", "2018-07-01", "1"
"1", "ove Live! School Idol Projec", "FINISHED", "2013-01-01", "13"
"1", "ove Live! School Idol Project (2014", "FINISHED", "2014-04-01", "13"
"1", "ove Live! School Idol Project 2 Reca", "UNKNOWN", "2015-01-01", "1"
"1", "ove Live! School Idol Project 2nd Seaso", "FINISHED", "2014-04-01", "13"
"1", "ove Live! School Idol Project 2nd Season Reca", "FINISHED", "2015-04-01", "1"
"1", "ove Live! School Idol Project Diges", "UNKNOWN", "2013-01-01", "1"
"1", "ove Live! School Idol Project OV", "FINISHED", "2013-10-01", "1"
"1", "ove Live! School Idol Project Reca", "FINISHED", "2013-10-01", "1"
"1", "ove Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Encore Animatio", "FINISHED", "2014-07-01", "1"
"1", "ove Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Dram", "FINISHED", "2014-07-01", "3"
"1", "ove Live! Snow Halatio", "UNKNOWN", "2010-01-01", "1"
"1", "ove Live! Solo Live! Collection Memorial BOX Ⅲ Commemorative Realese Specia", "FINISHED", "2018-04-01", "1"
"1", "ove Live! Sunshine!", "FINISHED", "2016-07-01", "13"
"1", "ove Live! Sunshine!! (2017", "FINISHED", "2017-10-01", "13"
"1", "ove Live! Sunshine!! 2nd Seaso", "FINISHED", "2017-10-01", "13"
"1", "ove Live! Sunshine!! Photo Sessio", "FINISHED", "2019-01-01", "10"
"1", "ove Live! Sunshine!! Reca", "FINISHED", "2017-07-01", "1"
"1", "ove Live! Sunshine!! Shin Bangumi Tokuhou Eizo", "UNKNOWN", "2020-01-01", "1"
"1", "ove Live! Sunshine!! The School Idol Movie: Over the Rainbo", "FINISHED", "2019-01-01", "1"
"1", "ove Live! Superstar!", "UPCOMING", "2000-01-01", "0"
"1", "ove Live! The School Idol Movi", "FINISHED", "2015-04-01", "1"
"1", "ove Live! The School Idol Movie: Gekijou Manner C", "FINISHED", "2015-04-01", "4"
"1", "ove Live! The School Idol Movie: Manner Movi", "UNKNOWN", "2015-01-01", "4"
"1", "ove Live! x Watering KissMint Collaboration C", "FINISHED", "2016-01-01", "1"
"1", "ove Live! μ's Final Love Live! Opening Animatio", "FINISHED", "2016-01-01", "1"
"1", "ove Live! μ's →NEXT LoveLive! 2014: ENDLESS PARADE - Encore Animatio", "UNKNOWN", "2014-01-01", "1"
"1", "ove Logi", "FINISHED", "2012-01-01", "1"
"1", "ove Love Campu", "FINISHED", "2000-01-01", "4"
"1", "ove Love! Sunshine!! TV Anime 2-ki Housou Chokuzen Tokuban ~Watashitachi, Kagayakitai", "FINISHED", "2017-10-01", "1"
"1", "ove Love", "UNKNOWN", "2004-04-01", "9"
"1", "ove Love? Special", "UNKNOWN", "2004-10-01", "4"
"1", "ove Machine: Animaid Shoufu 23-go", "FINISHED", "2002-04-01", "2"
"1", "ove Never Fail", "UNKNOWN", "2000-01-01", "0"
"1", "ove Nights! A.", "UNKNOWN", "2020-01-01", "0"
"1", "ove Nights! A・", "UPCOMING", "2020-01-01", "0"
"1", "ove Position, Legend of the Halle", "UNKNOWN", "1985-01-01", "1"
"1", "ove Position: Halley Densets", "FINISHED", "1985-10-01", "1"
"1", "ove Rollercoaste", "FINISHED", "2007-01-01", "1"
"1", "ove Selection The Animatio", "FINISHED", "2008-07-01", "2"
"1", "ove Stage!", "FINISHED", "2014-07-01", "10"
"1", "ove Stage!! Chotto ja Nakutt", "FINISHED", "2014-10-01", "1"
"1", "ove Stage!!: Chotto ja Nakutt", "FINISHED", "2014-10-01", "1"
"1", "ove Stage!!: Chotto Janakutt", "FINISHED", "2014-10-01", "1"
"1", "ove to Live B", "FINISHED", "2007-01-01", "1"
"1", "ove Will Find the Way Back Hom", "FINISHED", "2014-07-01", "1"
"1", "ove x Holic: Miwaku no Otome to Hakudaku Kankei - The Animatio", "FINISHED", "2019-10-01", "2"
"1", "ove! Snow! Really Magi", "FINISHED", "2014-01-01", "1"
"1", "OVE&GIFT - Nostalgic Happines", "FINISHED", "2014-01-01", "1"
"1", "ove, Chunibyo & Other Delusions! Depth of Field: Love and Hate Theate", "UNKNOWN", "2000-01-01", "7"
"1", "ove, Chunibyo & Other Delusions! Heart Thro", "UNKNOWN", "2014-01-01", "12"
"1", "ove, Chunibyo & Other Delusions! Heart Throb Lit", "UNKNOWN", "2013-10-01", "6"
"1", "ove, Chunibyo & Other Delusions! Heart Throb: The Rikka War", "UNKNOWN", "2014-01-01", "1"
"1", "ove, Chunibyo & Other Delusions! Lit", "UNKNOWN", "2012-10-01", "6"
"1", "ove, Chunibyo & Other Delusions! Movie: Take On M", "UNKNOWN", "2018-01-01", "1"
"1", "ove, Chunibyo & Other Delusions! Movie: Take On Me - Kotatsu DE Photo Sessio", "UNKNOWN", "2018-01-01", "3"
"1", "ove, Chunibyo & Other Delusions! Movie: Take On Me Mini-Dram", "UNKNOWN", "2000-01-01", "24"
"1", "ove, Chunibyo & Other Delusions! Sparkling... Slapstick Noe", "UNKNOWN", "2013-01-01", "1"
"1", "ove, Chunibyo, & Other Delusions! Rikka Versio", "UNKNOWN", "2013-01-01", "1"
"1", "ove, Chunibyo, & Other Delusions! Rikka Version Lite: My Brother ", "UNKNOWN", "2014-01-01", "1"
"1", "ove, Death + Robot", "FINISHED", "2019-04-01", "18"
"1", "ove, Death + Robots Volume ", "UNKNOWN", "2000-01-01", "0"
"1", "ove, Election & Chocolate: Ikenai Hazuki-sense", "UNKNOWN", "2012-01-01", "1"
"1", "ove, Election & Chocolate: Love Sister", "UNKNOWN", "2013-01-01", "1"
"1", "ove: Sayonara wa Iwana", "FINISHED", "2010-07-01", "1"
"1", "ove@Lia", "FINISHED", "2013-07-01", "1"
"1", "ovedol: Lovely Ido", "FINISHED", "2006-10-01", "12"
"1", "ovedol: Lovely Idol OV", "FINISHED", "2007-01-01", "1"
"1", "oveles", "FINISHED", "2005-04-01", "12"
"1", "oveless Special", "FINISHED", "2005-10-01", "6"
"1", "ovely Day: Boku to Kanojo no Nana Nichika", "FINISHED", "2012-01-01", "1"
"1", "ovely Ensembl", "FINISHED", "2016-10-01", "1"
"1", "ovely Idol Specia", "UNKNOWN", "2007-01-01", "1"
"1", "ovely Movie: Itoshi no Muc", "FINISHED", "2013-07-01", "20"
"1", "ovely Movie: Itoshi no Muco Season ", "FINISHED", "2014-04-01", "22"
"1", "ovely Movie: Itoshi no Muco Special", "FINISHED", "2014-01-01", "3"
"1", "ovely Movie: Itoshi no Muuc", "FINISHED", "2013-07-01", "20"
"1", "ovely Movie: Itoshi no Muuco Season ", "FINISHED", "2014-04-01", "22"
"1", "ovely Movie: Lovely Muuuuuuuco! ", "UNKNOWN", "2014-04-01", "22"
"1", "ovely Serie", "FINISHED", "1985-07-01", "2"
"1", "ovely x Cation The Animatio", "FINISHED", "2015-01-01", "2"
"1", "ovely ", "CURRENTLY", "2019-10-01", "0"
"1", "ovely★Comple", "FINISHED", "2007-04-01", "24"
"1", "ove² Polic", "FINISHED", "1998-07-01", "1"
"1", "ove♥Love", "FINISHED", "2004-04-01", "9"
"1", "ove♥Love? Special", "FINISHED", "2004-07-01", "4"
"1", "owbro", "FINISHED", "2002-07-01", "1"
"1", "u He Ni", "FINISHED", "1990-01-01", "1"
"1", "u La L", "FINISHED", "1996-10-01", "1"
"1", "u Lin Da Mao Xian Zhi Tang Guo Shi Ji", "FINISHED", "2016-04-01", "1"
"1", "u Lin", "FINISHED", "1982-01-01", "1"
"1", "u Shi Dai ", "FINISHED", "2014-01-01", "13"
"1", "u Shida", "FINISHED", "2013-10-01", "14"
"1", "u Shidai (2014", "FINISHED", "2014-10-01", "13"
"1", "u Shidai 2nd Seaso", "FINISHED", "2014-10-01", "13"
"1", "uck & Logi", "FINISHED", "2016-01-01", "12"
"1", "ucky Star OVA: J", "FINISHED", "2008-07-01", "1"
"1", "ucky☆Orb feat. Hatsune Mik", "FINISHED", "2019-04-01", "1"
"1", "ucky☆Sta", "FINISHED", "2007-04-01", "24"
"1", "ucky☆Star OV", "FINISHED", "2008-10-01", "1"
"1", "ucky☆Star: Original na Visual to Animatio", "FINISHED", "2008-07-01", "1"
"1", "uger Code 195", "FINISHED", "2016-10-01", "1"
"1", "uigi's Toy Adventur", "FINISHED", "2014-10-01", "1"
"1", "ulin Da Maoxia", "FINISHED", "2013-01-01", "1"
"1", "ulin Da Maoxian zhi Tangguo Shiji", "FINISHED", "2016-04-01", "1"
"1", "una Varg", "UNKNOWN", "1991-01-01", "4"
"1", "una-tan: 1-man Nen no Himits", "FINISHED", "2017-04-01", "10"
"1", "una-tan: 1-mannen no Himits", "FINISHED", "2017-04-01", "10"
"1", "unatan: 1 Man Nen no Himits", "FINISHED", "2017-04-01", "10"
"1", "unatan: 10,000-nen no Himits", "UNKNOWN", "2017-04-01", "10"
"1", "unatic Nigh", "FINISHED", "1996-07-01", "3"
"1", "unn wa Kaze no Nak", "FINISHED", "1985-04-01", "1"
"1", "uo Bao Bei Qi Qu Meng Gong Fan", "CURRENTLY", "2008-01-01", "52"
"1", "uo Xiao Hei Zhan J", "FINISHED", "2019-10-01", "1"
"1", "uo Xiao Hei Zhan J", "CURRENTLY", "2011-01-01", "0"
"1", "uo Xiao Hei Zhan J", "UNKNOWN", "2000-01-01", "28"
"1", "uo Xiao Hei Zhan Ji (Movie", "FINISHED", "2019-07-01", "1"
"1", "uo Xiao Hei Zhan Ji Movi", "UNKNOWN", "2019-01-01", "1"
"1", "uo Xiao Hei Zhan Ji: Fan Wa", "CURRENTLY", "2011-07-01", "0"
"1", "uo Xiao Hei Zhan Ji: Fan Wa", "UNKNOWN", "2000-01-01", "4"
"1", "uo Xiao Hei Zhanj", "FINISHED", "2011-01-01", "28"
"1", "uo Xiao Hei Zhanji (2019", "FINISHED", "2019-07-01", "1"
"1", "uo Xiaohei Zhan J", "CURRENTLY", "2011-01-01", "0"
"1", "uo Xiaohei Zhan Ji (Movie", "FINISHED", "2019-01-01", "1"
"1", "uo Xiaohei Zhan Ji: Fan Wa", "CURRENTLY", "2011-01-01", "0"
"1", "upin II", "FINISHED", "1971-10-01", "23"
"1", "upin III (2015", "FINISHED", "2015-10-01", "24"
"1", "upin III (2015) Special", "FINISHED", "2015-07-01", "2"
"1", "upin III (2015): Italian Gam", "FINISHED", "2016-01-01", "1"
"1", "upin III 3DC", "FINISHED", "2012-01-01", "1"
"1", "upin III Special 10: Crisis in Toky", "UNKNOWN", "1998-01-01", "1"
"1", "upin III Special 11: The Columbus File", "UNKNOWN", "1999-01-01", "1"
"1", "upin III Special 12: Missed by a Dolla", "UNKNOWN", "2000-01-01", "1"
"1", "upin III Special 13: Alcatraz Connectio", "UNKNOWN", "2001-01-01", "1"
"1", "upin III Special 14: Episode 0 - First Contac", "UNKNOWN", "2002-01-01", "1"
"1", "upin III Special 15: Operation Return the Treasur", "UNKNOWN", "2003-01-01", "1"
"1", "upin III Special 16: Stolen Lupi", "UNKNOWN", "2004-01-01", "1"
"1", "upin III Special 17: Angel Tactic", "UNKNOWN", "2005-01-01", "1"
"1", "upin III Special 18: Seven Days Rhapsod", "UNKNOWN", "2006-01-01", "1"
"1", "upin III Special 19: Kiri no Elusiv", "UNKNOWN", "2007-01-01", "1"
"1", "upin III Special 1: Bye Bye, Lady Libert", "UNKNOWN", "1989-01-01", "1"
"1", "upin III Special 20: Sweet Lost Nigh", "UNKNOWN", "2008-01-01", "1"
"1", "upin III Special 21: Lupin III vs Detective Cona", "UNKNOWN", "2009-01-01", "1"
"1", "upin III Special 22: The Last Jo", "UNKNOWN", "2010-01-01", "1"
"1", "upin III Special 23: Blood Seal of the Eternal Mermai", "UNKNOWN", "2011-01-01", "1"
"1", "upin III Special 24: Touhou Kenbunroku - Another Pag", "UNKNOWN", "2012-01-01", "1"
"1", "upin III Special 25: Princess of the Breeze - Kakusareta Kuuchuu Tosh", "UNKNOWN", "2013-01-01", "1"
"1", "upin III Special 26: Italian Gam", "UNKNOWN", "2016-01-01", "1"
"1", "upin III Special 27: Goodbye Partne", "UNKNOWN", "2019-01-01", "1"
"1", "upin III Special 28: Prison of the Pas", "UNKNOWN", "2019-01-01", "1"
"1", "upin III Special 2: Hemingway Paper", "UNKNOWN", "1990-01-01", "1"
"1", "upin III Special 3: Napoleon's Dictionar", "UNKNOWN", "1991-01-01", "1"
"1", "upin III Special 4: From Siberia With Lov", "UNKNOWN", "1992-01-01", "1"
"1", "upin III Special 5: Voyage To Dange", "UNKNOWN", "1993-01-01", "1"
"1", "upin III Special 6: Dragon of Doo", "UNKNOWN", "1994-01-01", "1"
"1", "upin III Special 7: The Pursuit of Harimao's Treasur", "UNKNOWN", "1995-01-01", "1"
"1", "upin III Special 8: The Secret Of The Twilight Gemin", "UNKNOWN", "1996-01-01", "1"
"1", "upin III Special 9: Island of Assassin", "UNKNOWN", "1997-01-01", "1"
"1", "upin III vs Detective Conan: The Movi", "UNKNOWN", "2013-01-01", "1"
"1", "upin III vs. Detective Cona", "FINISHED", "2009-01-01", "1"
"1", "upin III vs. Detective Conan: The Movi", "FINISHED", "2013-10-01", "1"
"1", "upin III: $1 Money War", "FINISHED", "2000-07-01", "1"
"1", "upin III: Ai no Da Capo - Fujiko's Unlucky Day", "FINISHED", "1999-07-01", "1"
"1", "upin III: Alcatraz Connectio", "FINISHED", "2001-07-01", "1"
"1", "upin III: Babylon no Ougon Densets", "FINISHED", "1985-07-01", "1"
"1", "upin III: Bye Bye Liberty - Kiki Ippatsu", "FINISHED", "1989-04-01", "1"
"1", "upin III: Cagliostro no Shir", "FINISHED", "1979-10-01", "1"
"1", "upin III: Castle Of Cagliostr", "UNKNOWN", "1979-01-01", "1"
"1", "upin III: Chi no Kokuin - Eien no Mermai", "FINISHED", "2011-10-01", "1"
"1", "upin III: Dead or Aliv", "FINISHED", "1996-04-01", "1"
"1", "upin III: Episode 0 ""First Contact", "FINISHED", "2002-07-01", "1"
"1", "upin III: Episode 0 'First Contact", "FINISHED", "2002-07-01", "1"
"1", "upin III: Fujiko's Li", "UNKNOWN", "2019-01-01", "1"
"1", "upin III: Fuuma Ichizoku no Inbo", "FINISHED", "1987-10-01", "1"
"1", "upin III: Goemon Ishikawa's Spray of Bloo", "FINISHED", "2017-01-01", "1"
"1", "upin III: Goemon's Blood Spra", "UNKNOWN", "2017-01-01", "1"
"1", "upin III: Goodbye Partne", "FINISHED", "2019-01-01", "1"
"1", "upin III: Green vs Re", "UNKNOWN", "2008-01-01", "1"
"1", "upin III: Green vs. Re", "FINISHED", "2008-04-01", "1"
"1", "upin III: Harimao no Zaiho wo oe!", "FINISHED", "1995-07-01", "1"
"1", "upin III: Harimao no Zaihou wo Oe!", "FINISHED", "1995-07-01", "1"
"1", "upin III: Hemingway Paper no Naz", "FINISHED", "1990-07-01", "1"
"1", "upin III: Hemmingway Paper no Naz", "FINISHED", "1990-07-01", "1"
"1", "upin III: Honoo no Kioku - Tokyo Crisi", "FINISHED", "1998-07-01", "1"
"1", "upin III: Ikiteita Majutsush", "FINISHED", "2002-04-01", "1"
"1", "upin III: Italian Gam", "FINISHED", "2016-01-01", "1"
"1", "upin III: Kiri no Elusiv", "FINISHED", "2007-07-01", "1"
"1", "upin III: Kutabare! Nostradamu", "FINISHED", "1995-04-01", "1"
"1", "upin III: Legend of the Gold of Babylo", "UNKNOWN", "1985-01-01", "1"
"1", "upin III: Lupin Ansatsu Shire", "FINISHED", "1993-07-01", "1"
"1", "upin III: Lupin Family All-Star", "UNKNOWN", "2012-01-01", "1"
"1", "upin III: Lupin Ikka Seizoro", "FINISHED", "2012-01-01", "1"
"1", "upin III: Lupin vs Fukusei-ninge", "FINISHED", "1978-10-01", "1"
"1", "upin III: Lupin vs. Fukusei-ninge", "FINISHED", "1978-10-01", "1"
"1", "upin III: Lupin wa Ima mo Moete Iru ka", "FINISHED", "2018-07-01", "1"
"1", "upin III: Lupin wa Ima mo Moeteiru ka", "FINISHED", "2018-07-01", "1"
"1", "upin III: Moeyo Zantetsuken", "FINISHED", "1994-07-01", "1"
"1", "upin III: Napoleo", "FINISHED", "1991-07-01", "1"
"1", "upin III: Napoleon no Jisho wo Uba", "FINISHED", "1991-07-01", "1"
"1", "upin III: Nusumareta Lupi", "FINISHED", "2004-07-01", "1"
"1", "upin III: Nusumareta Lupin ~Copy Cat wa Manatsu no Cho", "FINISHED", "2004-07-01", "1"
"1", "upin III: Otakara Henkyaku Daisakusen!", "FINISHED", "2003-07-01", "1"
"1", "upin III: Part 4 Special", "FINISHED", "2015-10-01", "2"
"1", "upin III: Part ", "FINISHED", "2018-04-01", "24"
"1", "upin III: Part I", "FINISHED", "1977-10-01", "155"
"1", "upin III: Part II", "FINISHED", "1984-04-01", "50"
"1", "upin III: Part V - Is Lupin Still Burning", "UNKNOWN", "2018-01-01", "1"
"1", "upin III: Pilot Fil", "FINISHED", "1969-01-01", "1"
"1", "upin III: Pilot Film (1978", "FINISHED", "1978-10-01", "1"
"1", "upin III: Princess of the Breeze - Kakusareta Kuuchuu Tosh", "FINISHED", "2013-10-01", "1"
"1", "upin III: Prison of the Pas", "FINISHED", "2019-10-01", "1"
"1", "upin III: Russia yori Ai wo Komet", "FINISHED", "1992-07-01", "1"
"1", "upin III: Secret Fil", "FINISHED", "1989-01-01", "1"
"1", "upin III: Secret File", "UNKNOWN", "1989-01-01", "1"
"1", "upin III: Seven Days Rhapsod", "FINISHED", "2006-07-01", "1"
"1", "upin III: Sweet Lost Nigh", "FINISHED", "2008-07-01", "1"
"1", "upin III: Sweet Lost Night - Mahou no Lamp wa Akumu no Yoka", "FINISHED", "2008-07-01", "1"
"1", "upin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaor", "FINISHED", "2005-07-01", "1"
"1", "upin III: Tenshi no Tactics ~Yume no Kakera wa Koroshi no Kaori", "FINISHED", "2005-07-01", "1"
"1", "upin III: The Firs", "FINISHED", "2019-10-01", "1"
"1", "upin III: The Fuma Conspirac", "UNKNOWN", "1987-01-01", "1"
"1", "upin III: The Last Jo", "FINISHED", "2010-01-01", "1"
"1", "upin III: The Woman Called Fujiko Min", "UNKNOWN", "2012-04-01", "13"
"1", "upin III: Touhou Kenbunroku - Another Pag", "FINISHED", "2012-10-01", "1"
"1", "upin III: Twilight Gemini no Himits", "FINISHED", "1996-07-01", "1"
"1", "upin III: Walther P3", "FINISHED", "1997-07-01", "1"
"1", "upin Ikka Seizoro", "FINISHED", "2012-01-01", "1"
"1", "upin Sansei Episode 0: `First Contact", "FINISHED", "2002-07-01", "1"
"1", "upin Sansei Pilot Fil", "FINISHED", "1969-01-01", "1"
"1", "upin Sansei vs. Meitantei Conan The Movi", "FINISHED", "2013-10-01", "1"
"1", "upin Sansei: 1$ Money War", "FINISHED", "2000-07-01", "1"
"1", "upin Sansei: Ai no da capo - Fujiko`s Unlucky Day", "FINISHED", "1999-07-01", "1"
"1", "upin Sansei: Green vs Re", "FINISHED", "2008-04-01", "1"
"1", "upin Sansei: Harimao no Zaihou o Oe!", "FINISHED", "1995-07-01", "1"
"1", "upin Sansei: Italian Gam", "FINISHED", "2016-01-01", "1"
"1", "upin Sansei: Jigen Daisuke no Bohyo", "FINISHED", "2014-04-01", "1"
"1", "upin Sansei: Kiri no Elusiv", "FINISHED", "2007-07-01", "1"
"1", "upin Sansei: Lupin vs Fukusei-ninge", "FINISHED", "1978-10-01", "1"
"1", "upin Sansei: Lupin wa Ima mo Moete Iru ka", "FINISHED", "2018-07-01", "1"
"1", "upin Sansei: Moeyo Zantetsuke", "FINISHED", "1994-07-01", "1"
"1", "upin Sansei: Napoleon no Jisho o Uba", "FINISHED", "1991-07-01", "1"
"1", "upin Sansei: Part ", "FINISHED", "2015-10-01", "24"
"1", "upin Sansei: Part ", "FINISHED", "2018-04-01", "24"
"1", "upin Sansei: Seven Days` Rhapsod", "FINISHED", "2006-07-01", "1"
"1", "upin Sansei: The Last Jo", "FINISHED", "2010-01-01", "1"
"1", "upin Sansei: Walther P38 - In Gedenken an die Walther P3", "FINISHED", "1997-07-01", "1"
"1", "upin Shanshe", "FINISHED", "2012-10-01", "10"
"1", "upin Shanshei Pilo", "FINISHED", "2012-10-01", "1"
"1", "upin tai Holme", "FINISHED", "1981-04-01", "1"
"1", "upin the IIIrd: Chikemuri no Ishikawa Goemo", "FINISHED", "2017-01-01", "1"
"1", "upin the IIIrd: Jigen Daisuke no Bohyo", "FINISHED", "2014-04-01", "1"
"1", "upin the IIIrd: Mine Fujiko no Us", "FINISHED", "2019-04-01", "1"
"1", "upin the Third x Monkey Maji", "FINISHED", "2009-07-01", "1"
"1", "upin the Third: Lupin Sansei no Them", "FINISHED", "2009-07-01", "1"
"1", "upin the Third: Mine Fujiko to Iu Onn", "FINISHED", "2012-04-01", "13"
"1", "upin VII", "FINISHED", "2012-01-01", "1"
